5nm x,5nm y,25nm x,25nm y
0.021924966911214483,1.7605275904306562e-11,0.017319538889781994,8.594155364916174e-11
0.06443141905414007,8.946510939676825e-11,0.05912282623417059,3.593945444965284e-10
0.10150937748863897,3.1766918853100717e-10,0.09309178925226408,1.3163436823148667e-9
0.13745557719683577,1.4580093506861695e-9,0.13505233851022247,6.595760664549449e-9
0.17572186244741872,6.0895367954396704e-9,0.17235524017571113,2.857838630396175e-8
0.21141169706589624,2.5022880380387955e-8,0.21478476319992423,1.523195522248409e-7
0.24424946831964867,9.796495250859483e-8,0.24781905986834096,5.169531877420712e-7
0.2813251613296994,3.535134018133156e-7,0.2917392243000865,0.0000028067468172638123
0.3194620371603035,0.000001632225723746116,0.3423974648419579,0.00001795188742898267
0.35542786712075336,0.000006513136389074208,0.3771220514313133,0.00006400664407497427
0.3914081599111727,0.000023443540781815418,0.4259113106932846,0.0003480298542216647
0.4284614110279078,0.0000992746713135913,0.4891972324286311,0.001620341224275442
0.4709894296319166,0.0004325930681659299,0.5550079609196097,0.005422741277833361
0.5266708733138558,0.001827473050013262,0.6237015542271959,0.01274727036403824
0.5922309629580474,0.006846762809998992,0.690968363731575,0.023477755093602618
0.6600598260578833,0.014788337753972322,0.7585361994251033,0.040604594391072335
0.727905193085305,0.02839600729633889,0.8264131474507964,0.0622498521200305
0.7957627232350329,0.04999633513655229,0.8943175633010348,0.0784623094152869
0.8636603319287527,0.06615092019649967,0.9612569133477774,0.11038105467866138
0.9315399738572382,0.09948525427284496,1.030098012142811,0.15260892835942508
0.9994457679386729,0.12416936873069537,1.0979855231410318,0.21699020355889545
1.067346769250722,0.160364651988397,1.165887809404873,0.27768734579295457
1.1352377117470236,0.22250763239104773,1.2338151899084213,0.29715311377747994
1.203132983335672,0.2993493429172931,1.3025588546378297,0.3538178762731019
1.2710370331082488,0.37829835110141463,1.3696516662323135,0.3876484544255251
1.3389636158568927,0.4071256768186643,1.4375544782527965,0.4942267824345523
1.411087751322262,0.4942276171681116,1.5062591380073553,0.6378209636168212
1.4719033588153088,0.546229565635901,1.5719077814906819,0.6269507696245491
1.5427190503381318,0.6035121874313994,1.641312258959049,0.7204766576805415
1.6106436516594327,0.6587408396477934,1.7092454762253135,0.7395601359142314
1.6778756929218068,0.7856760325803502,1.7746313776398681,0.8670823379018634
1.7464740835419343,0.8971931536135747,1.845080382639234,0.9756447370417061
1.8143885300481002,1.0528192153935294,1.9160792252655732,1.1445089864123323
1.8823423833425497,0.9328637951191251,1.9809210199765475,1.235568932967082
1.9502536695489026,1.1196193055881434,,
1.998459217382496,1.1830060577962223,,
